claim_id,product_category,product_name,claim_text,greenwashing_type,vagueness_score,evidence_present,certification_present,credibility_score,consumer_risk_score,environmental_confidence,greenwashing_risk,why_flagged,eco_alternatives,waste_type,waste_guidance,educational_note,qr_code_id
373,Electronics,Electronics Product 373,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1373
374,Home Cleaning,Home Cleaning Product 374,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1374
375,Personal Care,Personal Care Product 375,Made with 30% recycled materials and FSC certified,None,0.9,1,1,82,18,82,Low,Claim is supported by measurable evidence or certification,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1375
376,Beverages,Beverages Product 376,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1376
377,Baby Products,Baby Products Product 377,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1377
378,Stationery,Stationery Product 378,This product is eco-friendly and green,No Proof,0.7,1,0,46,54,36,Medium,Claim lacks sufficient measurable evidence,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1378
379,Furniture,Furniture Product 379,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1379
380,Cosmetics,Cosmetics Product 380,Made with 30% recycled materials and FSC certified,No Proof,0.1,0,1,58,42,68,Medium,Claim lacks sufficient measurable evidence,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1380
381,Clothing,Clothing Product 381,This product is eco-friendly,No Proof,0.4,1,0,52,48,42,Medium,Claim lacks sufficient measurable evidence,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1381
382,Food Packaging,Food Packaging Product 382,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1382
383,Electronics,Electronics Product 383,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1383
384,Home Cleaning,Home Cleaning Product 384,This product is eco-friendly,No Proof,0.1,1,0,58,42,48,Medium,Claim lacks sufficient measurable evidence,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1384
385,Personal Care,Personal Care Product 385,Made with 30% recycled materials and FSC certified,No Proof,0.4,0,1,52,48,62,Medium,Claim lacks sufficient measurable evidence,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1385
386,Beverages,Beverages Product 386,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1386
387,Baby Products,Baby Products Product 387,This product is eco-friendly and green and sustainable,No Proof,0.9,1,0,42,58,32,Medium,Claim lacks sufficient measurable evidence,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1387
388,Stationery,Stationery Product 388,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1388
389,Furniture,Furniture Product 389,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1389
390,Cosmetics,Cosmetics Product 390,Made with 30% recycled materials and FSC certified,None,0.7,1,1,86,14,86,Low,Claim is supported by measurable evidence or certification,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1390
391,Clothing,Clothing Product 391,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1391
392,Food Packaging,Food Packaging Product 392,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1392
393,Electronics,Electronics Product 393,This product is eco-friendly,No Proof,0.4,1,0,52,48,42,Medium,Claim lacks sufficient measurable evidence,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1393
394,Home Cleaning,Home Cleaning Product 394,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1394
395,Personal Care,Personal Care Product 395,Made with 30% recycled materials and FSC certified,No Proof,0.9,0,1,42,58,52,Medium,Claim lacks sufficient measurable evidence,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1395
396,Beverages,Beverages Product 396,This product is eco-friendly,No Proof,0.1,1,0,58,42,48,Medium,Claim lacks sufficient measurable evidence,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1396
397,Baby Products,Baby Products Product 397,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1397
398,Stationery,Stationery Product 398,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1398
399,Furniture,Furniture Product 399,This product is eco-friendly and green and sustainable,No Proof,0.9,1,0,42,58,32,Medium,Claim lacks sufficient measurable evidence,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1399
400,Cosmetics,Cosmetics Product 400,Made with 30% recycled materials and FSC certified,No Proof,0.1,0,1,58,42,68,Medium,Claim lacks sufficient measurable evidence,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1400
401,Clothing,Clothing Product 401,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1401
402,Food Packaging,Food Packaging Product 402,This product is eco-friendly and green,No Proof,0.7,1,0,46,54,36,Medium,Claim lacks sufficient measurable evidence,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1402
403,Electronics,Electronics Product 403,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1403
404,Home Cleaning,Home Cleaning Product 404,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1404
405,Personal Care,Personal Care Product 405,Made with 30% recycled materials and FSC certified,None,0.4,1,1,92,8,92,Low,Claim is supported by measurable evidence or certification,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1405
